Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data;Analisado por
Canoas             ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.461.900;19406.000291/2007-86;4304606;Arquivado;09/11/2007;STN
Canoas             ;RS;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;12.170.421,4;19406.000299/2006-61;4304606;Arquivado;11/06/2007;STN
Canoas             ;RS;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;2.001.108,6;19406.000301/2006-01;4304606;Arquivado;11/06/2007;STN
Canoas             ;RS;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;1.350.000;19406.000396/2006-54;4304606;Arquivado;11/06/2007;STN
Canoas             ;RS;Município;Operação Contratual Interna;PROMOB                                        ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.027.396;19406.000600/2007-18;4304606;Deferido ;01/02/2008;STN
Canoas             ;RS;Município;Operação Contratual Interna;Renegociação de dívidas                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.136.000;19406.000738/2006-36;4304606;Arquivado;15/05/2007;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;3.500.000;17944.000792/2013-98;4203808;Deferido ;24/09/2013;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.403.631;17944.001364/2014-63;4203808;Deferido ;15/09/2014;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.900.000;17944.002123/2011-99;4203808;Deferido ;30/04/2012;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;2.500.000;17944.002124/2011-33;4203808;Deferido ;30/04/2012;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;2.094.954,1;19406.000089/2005-92;4203808;Deferido ;27/04/2006;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.846.000;19406.000096/2009-18;4203808;Deferido ;04/08/2009;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;2.500.000;19406.000125/2009-41;4203808;Deferido ;04/08/2009;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;2.850.000;19406.000195/2004-95;4203808;Deferido ;02/06/2004;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;19406.000219/2002-44;4203808;Deferido ;10/10/2002;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;5.300.000;19406.000251/2010-30;4203808;Deferido ;05/07/2010;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;856.510;19406.000269/2007-36;4203808;Deferido ;25/10/2007;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;379.431;19406.000368/2004-75;4203808;Arquivado;20/08/2004;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;PAC - Saneamento - 2008 B                     ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;500.000;19406.000401/2008-91;4203808;Deferido ;03/07/2008;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Saneamento para Todos                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;500.000;19406.000726/2008-73;4203808;Arquivado;26/11/2008;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.188.000;19406.000763/2006-10;4203808;Deferido ;10/04/2007;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Assunção de Dívida                            ;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo;Real;2.590.725,1;17944.000559/2015-77;4203808;Arquivado;12/08/2015;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;5.000.000;17944.000637/2015-33;4203808;Deferido ;09/10/2015;STN
Canoinhas          ;SC;Município;Operação Contratual Interna;Assunção de Dívida                            ;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo;Real;3.282.626,4;17944.001134/2015-85;4203808;Arquivado;03/10/2016;STN
Cantá              ;RR;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;216.942;17944.000839/2004-22;1400175;Arquivado;15/03/2005;STN
Cantagalo          ;MG;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;90.420;17944.000063/2007-93;3112059;Arquivado;24/05/2007;STN
Cantagalo          ;RJ;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;483.160;17944.000335/2008-36;3301108;Arquivado;14/05/2008;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.230.000;17944.000906/2012-19;4104451;Deferido ;03/07/2012;STN
Cantagalo          ;RJ;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Estado do Rio de Janei;Real;6.382.582,9;17944.001340/2014-12;3301108;Deferido ;22/09/2014;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;144.000;19406.000154/2008-22;4104451;Deferido ;28/03/2008;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;208.000;19406.000155/2008-77;4104451;Deferido ;28/03/2008;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;262.980;19406.000193/2008-20;4104451;Deferido ;28/03/2008;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;280.000;19406.000361/2006-15;4104451;Deferido ;30/06/2006;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Educação                                      ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;200.000;19406.000362/2006-60;4104451;Deferido ;30/06/2006;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Fortalecimento Institucional                  ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;50.000;19406.000363/2006-12;4104451;Deferido ;30/06/2006;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Saúde                                         ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;70.000;19406.000815/2006-58;4104451;Deferido ;16/02/2007;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;90.000;19406.000816/2006-01;4104451;Deferido ;16/02/2007;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;740.000;19406.000867/2006-24;4104451;Deferido ;16/02/2007;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;2.000.000;17944.000061/2016-95;4104451;Deferido ;03/02/2016;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto       ;Empresa Estatal                ;Companhia de Saneamento do Paraná           ;Real;1.372.228,7;17944.104004/2018-46;4104451;Em retifi;22/05/2018;STN
Cantagalo          ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.500.000;PVL02.001465/2018-03;4104451;Deferido ;31/07/2018;Ins
Canto do Buriti    ;PI;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;179.900;17944.000114/2008-68;2202307;Arquivado;19/05/2008;STN
Canudos            ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;65.000;17944.001199/2014-40;2906824;Arquivado;18/02/2015;STN
Capanema           ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;850.000;19406.000108/2003-19;4104501;Deferido ;08/08/2003;STN
Capanema           ;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;120.000;19406.000255/2006-31;4104501;Deferido ;29/05/2006;STN
Capanema           ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.440.000;17944.000633/2015-55;4104501;Deferido ;12/08/2015;STN
Capanema           ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;560.000;17944.000650/2015-92;4104501;Deferido ;14/08/2015;STN
Capão Bonito       ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;6.930.000;17944.000009/2014-77;3510203;Deferido ;22/04/2014;STN
Capão Bonito       ;SP;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;506.000;17944.000010/2014-00;3510203;Deferido ;22/04/2014;STN
Capão Bonito       ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.250.000;17944.001061/2012-89;3510203;Arquivado;15/04/2013;STN
Capão Bonito       ;SP;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;450.000;PVL02.002123/2017-11;3510203;Deferido ;21/12/2017;Ins
Capão Bonito do Sul;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;565.000;19406.000269/2009-06;4304622;Deferido ;07/05/2010;STN
Capão da Canoa     ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.250.000;19406.000475/2009-16;4304630;Deferido ;30/09/2010;STN
Capão do Cipó      ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;1.250.000;17944.000879/2014-46;4304655;Deferido ;05/06/2014;STN
Capão do Leão      ;RS;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.396.680;17944.002027/2013-11;4304663;Deferido ;14/08/2014;STN
Capão do Leão      ;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;750.000;19406.000153/2006-16;4304663;Arquivado;07/07/2006;STN
Capão do Leão      ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;1.250.000;19406.000762/2006-75;4304663;Deferido ;08/01/2007;STN
Capão do Leão      ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.500.000;17944.001232/2015-12;4304663;Arquivado;11/10/2016;STN
Capela             ;AL;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;345.400;17944.000962/2008-77;2701704;Arquivado;26/11/2008;STN
Capela de Santana  ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.061.250;00000.000000/0097-17;4304689;Devolvido;13/09/2013;STN
Capela de Santana  ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.061.250;00000.000000/0101-53;4304689;Devolvido;18/10/2013;STN
Capela de Santana  ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.061.250;00000.000000/0104-68;4304689;Devolvido;06/12/2013;STN
Capela de Santana  ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.061.250;00000.000000/0109-61;4304689;Devolvido;27/01/2014;STN
Capela de Santana  ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.061.250;00000.000000/0111-03;4304689;Devolvido;20/03/2014;STN
Capela de Santana  ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.061.250;17944.000552/2014-74;4304689;Deferido ;04/06/2014;STN
Capela de Santana  ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;600.000;19406.000175/2009-29;4304689;Deferido ;02/09/2009;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;500.000;00000.000000/0057-64;3510302;Devolvido;16/06/2010;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;500.000;00000.000000/0060-05;3510302;Devolvido;10/08/2010;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;500.000;00000.000000/0061-28;3510302;Devolvido;21/09/2010;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;500.000;00000.000000/0062-57;3510302;Devolvido;16/11/2010;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;100.000;00000.000000/0062-58;3510302;Devolvido;16/11/2010;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;600.000;00000.000000/0064-38;3510302;Devolvido;29/12/2010;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.250.000;00000.000000/0098-22;3510302;Devolvido;30/09/2013;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;RELUZ                                         ;Empresa Não Estatal            ;Companhia Piratininga de Força e Luz        ;Real;53.939,2;17944.000037/2006-84;3510302;Regulariz;19/01/2012;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.300.000;17944.000409/2014-82;3510302;Deferido ;02/09/2014;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto       ;Empresa Estatal                ;Companhia de Saneamento Básico do Estado de ;Real;35.921,3;17944.000874/2014-13;3510302;Regulariz;22/08/2014;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;600.000;17944.000993/2011-23;3510302;Arquivado;03/04/2012;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;100.000;17944.000994/2011-78;3510302;Deferido ;05/04/2012;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Companhia Piratininga de Força e Luz        ;Real;114.824,1;17944.001119/2014-56;3510302;Regulariz;18/08/2014;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Companhia Piratininga de Força e Luz        ;Real;203.467,2;17944.001120/2014-81;3510302;Regulariz;18/08/2014;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;2.000.000;17944.001394/2014-70;3510302;Deferido ;25/09/2014;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.250.000;17944.001748/2013-03;3510302;Deferido ;05/09/2014;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;500.000;17944.001750/2010-21;3510302;Deferido ;05/04/2012;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto       ;Empresa Estatal                ;Companhia de Saneamento Básico do Estado de ;Real;298.960,2;17944.001788/2011-85;3510302;Regulariz;05/04/2012;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;5.000.000;17944.103539/2017-19;3510302;Deferido ;01/02/2018;STN
Capela do Alto     ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;5.000.000;PVL02.001202/2018-96;3510302;Deferido ;11/07/2018;Ins
Capela do Alto Aleg;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;700.000;17944.000483/2010-75;2906857;Deferido ;21/05/2010;STN
Capela do Alto Aleg;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;65.000;17944.000484/2010-10;2906857;Deferido ;21/05/2010;STN
Capela do Alto Aleg;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;150.000;17944.000613/2012-31;2906857;Deferido ;25/05/2012;STN
Capela Nova        ;MG;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;798.500;17944.000767/2009-28;3112208;Deferido ;23/11/2009;STN
Capela Nova        ;MG;Município;Operação Contratual Interna;Provias 2012                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;500.000;17944.000769/2012-12;3112208;Deferido ;18/07/2012;STN
Capela Nova        ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;300.000;17944.103155/2017-04;3112208;Arquivado;16/02/2018;STN
Capela Nova        ;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;300.000;17944.103156/2017-41;3112208;Deferido ;13/12/2017;STN
Capela Nova        ;MG;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;250.000;17944.103157/2017-95;3112208;Deferido ;13/12/2017;STN
Capela Nova        ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;150.000;17944.103158/2017-30;3112208;Deferido ;13/12/2017;STN
Capelinha          ;MG;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto       ;Empresa Estatal                ;Companhia de Saneamento de Minas Gerais     ;Real;620.013,4;17944.000296/2011-72;3112307;Regulariz;21/11/2013;STN
Capelinha          ;MG;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Energética de Minas Gerais S/A    ;Real;294.413,5;17944.000297/2011-17;3112307;Regulariz;20/10/2011;STN
Capelinha          ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.500.000;17944.001364/2010-30;3112307;Arquivado;09/11/2012;STN
Capelinha          ;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;213.750;19405.000070/2002-11;3112307;Arquivado;28/10/2003;STN
Capelinha          ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000;17944.000480/2016-27;3112307;Arquivado;13/10/2016;STN
Capelinha          ;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.000.000;PVL02.000392/2018-24;3112307;Deferido ;28/03/2018;Ins
Capetinga          ;MG;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;214.880;17944.000946/2012-61;3112406;Deferido ;06/07/2012;STN
Capetinga          ;MG;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;650.000;PVL02.002068/2017-60;3112406;Deferido ;15/12/2017;Ins
Capim Branco       ;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.976.582;00000.000000/0096-32;3112505;Devolvido;25/09/2013;STN
Capim Branco       ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;455.000;17944.001123/2010-91;3112505;Deferido ;22/10/2010;STN
Capim Branco       ;MG;Município;Operação Contratual Interna;Caminho da Escola 4                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;172.700;17944.001508/2008-33;3112505;Arquivado;23/10/2008;STN
Capim Branco       ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000;17944.001607/2011-11;3112505;Deferido ;30/11/2011;STN
Capim Branco       ;MG;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;455.560;17944.001877/2013-93;3112505;Arquivado;16/10/2014;STN
Capim Branco       ;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.976.582;17944.001928/2013-87;3112505;Deferido ;22/07/2014;STN
Capim Grosso       ;BA;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;11.363.618;17944.000459/2014-60;2906873;Arquivado;14/10/2016;STN
Capim Grosso       ;BA;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.968.418,6;17944.100217/2018-07;2906873;Arquivado;13/08/2018;STN
Capinópolis        ;MG;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;700.000;17944.001059/2009-12;3112604;Arquivado;18/08/2010;STN
Capinópolis        ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.200.000;17944.001181/2011-03;3112604;Deferido ;24/10/2011;STN
Capinópolis        ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000;17944.001175/2015-71;3112604;Deferido ;08/01/2016;STN
Capinzal           ;SC;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.500.000;17944.000040/2015-99;4203907;Deferido ;20/11/2015;STN
Capinzal           ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;2.500.000;17944.001448/2011-54;4203907;Deferido ;29/12/2011;STN
Capinzal           ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;700.000;19406.000307/2004-16;4203907;Deferido ;21/06/2004;STN
Capinzal           ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;19406.000312/2002-59;4203907;Deferido ;08/11/2002;STN
Capinzal           ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;90.000;19406.000338/2002-05;4203907;Deferido ;12/12/2002;STN
Capinzal           ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.500.000;19406.000354/2007-02;4203907;Deferido ;10/10/2007;STN
Capinzal           ;SC;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.250.000;19406.000412/2009-51;4203907;Deferido ;10/05/2010;STN
Capinzal           ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.500.000;17944.001130/2015-05;4203907;Deferido ;29/12/2015;STN
Capitão            ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;700.000;17944.001697/2014-92;4304697;Deferido ;25/11/2014;STN
Capitão            ;RS;Município;Operação Contratual Interna;Caminho da Escola 5                           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;299.450;19406.000037/2009-40;4304697;Arquivado;31/03/2009;STN
